,Content_ID,Reaction_Type,Datetime,Content_Type,Category,Sentiment,Score,,,,,,,,,,
2881,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,dislike,30-11-2020 14:14,video,studying,negative,10,,,,,,,,,,
2941,de9796a6-d19d-4c41-a965-7aa4dcc69fee,dislike,26-02-2021 09:45,audio,technology,negative,10,,,,,,,,,,
2991,e4466189-0b96-4cc4-9d7d-d0f27b982548,dislike,25-10-2020 16:30,GIF,education,negative,10,,,,,,,,,,
3032,391a9aa4-c04a-431e-8366-712d92267c2b,dislike,01-09-2020 00:08,video,public speaking,negative,10,,,,,,,,,,
3041,391a9aa4-c04a-431e-8366-712d92267c2b,dislike,22-09-2020 05:24,video,public speaking,negative,10,,,,,,,,,,
3042,391a9aa4-c04a-431e-8366-712d92267c2b,dislike,02-11-2020 11:58,video,public speaking,negative,10,,,,,,,,,,
3052,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,dislike,24-12-2020 05:32,photo,food,negative,10,,,,,,,,,,
3071,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,dislike,23-04-2021 08:59,photo,food,negative,10,,,,,,,,,,
3072,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,dislike,04-07-2020 00:46,photo,food,negative,10,,,,,,,,,,
3086,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,dislike,27-03-2021 14:47,photo,food,negative,10,,,,,,,,,,
3128,f01ec49c-3179-43bb-b127-2b1a73f34b06,dislike,19-04-2021 09:23,photo,animals,negative,10,,,,,,,,,,
3148,f01ec49c-3179-43bb-b127-2b1a73f34b06,dislike,22-08-2020 15:50,photo,animals,negative,10,,,,,,,,,,
3209,b6c24086-becf-4615-801e-c3c298a8d4e2,dislike,24-10-2020 15:43,photo,travel,negative,10,,,,,,,,,,
3222,1beeffff-f261-435f-a109-6fafe46669d4,dislike,08-12-2020 18:01,photo,public speaking,negative,10,,,,,,,,,,
3232,1beeffff-f261-435f-a109-6fafe46669d4,dislike,23-05-2021 21:17,photo,public speaking,negative,10,,,,,,,,,,
3245,1beeffff-f261-435f-a109-6fafe46669d4,dislike,03-06-2021 13:25,photo,public speaking,negative,10,,,,,,,,,,
3292,2b6921de-e7f2-4e30-8feb-36bd41becaf0,dislike,01-12-2020 13:05,audio,travel,negative,10,,,,,,,,,,
3307,2b6921de-e7f2-4e30-8feb-36bd41becaf0,dislike,18-10-2020 22:46,audio,travel,negative,10,,,,,,,,,,
3309,b56a9e24-d0f2-4599-b893-c2889a15e1d6,dislike,26-01-2021 14:35,video,veganism,negative,10,,,,,,,,,,
3320,b56a9e24-d0f2-4599-b893-c2889a15e1d6,dislike,13-09-2020 09:44,video,veganism,negative,10,,,,,,,,,,
3343,b56a9e24-d0f2-4599-b893-c2889a15e1d6,dislike,07-08-2020 08:59,video,veganism,negative,10,,,,,,,,,,
3349,b56a9e24-d0f2-4599-b893-c2889a15e1d6,dislike,30-05-2021 19:24,video,veganism,negative,10,,,,,,,,,,
3351,b56a9e24-d0f2-4599-b893-c2889a15e1d6,dislike,30-06-2020 13:41,video,veganism,negative,10,,,,,,,,,,
3354,d706b190-216c-4103-9107-fb7304766d68,dislike,24-06-2020 09:34,video,cooking,negative,10,,,,,,,,,,
3379,d706b190-216c-4103-9107-fb7304766d68,dislike,11-05-2021 14:42,video,cooking,negative,10,,,,,,,,,,
3395,d706b190-216c-4103-9107-fb7304766d68,dislike,21-12-2020 04:41,video,cooking,negative,10,,,,,,,,,,
3408,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,dislike,04-04-2021 16:50,audio,tennis,negative,10,,,,,,,,,,
3425,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,dislike,11-07-2020 08:10,audio,tennis,negative,10,,,,,,,,,,
3441,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,dislike,22-12-2020 15:25,audio,tennis,negative,10,,,,,,,,,,
3470,edc4a60a-b5ba-4178-b99e-9d34ed92599c,dislike,23-06-2020 10:02,audio,technology,negative,10,,,,,,,,,,
3471,edc4a60a-b5ba-4178-b99e-9d34ed92599c,dislike,20-03-2021 10:59,audio,technology,negative,10,,,,,,,,,,
3485,edc4a60a-b5ba-4178-b99e-9d34ed92599c,dislike,10-08-2020 19:38,audio,technology,negative,10,,,,,,,,,,
3567,509a5fb0-9bb2-4809-9f90-18ae007acc94,dislike,01-12-2020 06:01,video,dogs,negative,10,,,,,,,,,,
3587,f1038e6c-5292-4e20-a866-675e1637d6b5,dislike,27-12-2020 22:02,GIF,soccer,negative,10,,,,,,,,,,
3598,f1038e6c-5292-4e20-a866-675e1637d6b5,dislike,13-06-2021 12:24,GIF,soccer,negative,10,,,,,,,,,,
3599,f1038e6c-5292-4e20-a866-675e1637d6b5,dislike,29-08-2020 00:12,GIF,soccer,negative,10,,,,,,,,,,
3610,f1038e6c-5292-4e20-a866-675e1637d6b5,dislike,15-09-2020 07:23,GIF,soccer,negative,10,,,,,,,,,,
3613,f1038e6c-5292-4e20-a866-675e1637d6b5,dislike,21-05-2021 00:15,GIF,soccer,negative,10,,,,,,,,,,
3670,a784c1dd-e2ab-408d-a0c3-226a51d420e1,dislike,11-01-2021 19:35,audio,technology,negative,10,,,,,,,,,,
3674,a784c1dd-e2ab-408d-a0c3-226a51d420e1,dislike,07-07-2020 01:29,audio,technology,negative,10,,,,,,,,,,
3728,5bb364a6-8646-4cdb-b1cf-09f4125718d8,dislike,13-01-2021 04:56,audio,soccer,negative,10,,,,,,,,,,
3729,5bb364a6-8646-4cdb-b1cf-09f4125718d8,dislike,16-08-2020 18:38,audio,soccer,negative,10,,,,,,,,,,
3763,dd2f8912-9b97-40cb-ac5f-215f98d4d733,dislike,16-04-2021 00:48,GIF,fitness,negative,10,,,,,,,,,,
3772,dd2f8912-9b97-40cb-ac5f-215f98d4d733,dislike,21-08-2020 19:50,GIF,fitness,negative,10,,,,,,,,,,
3784,de95cdb1-a85a-40de-8467-892e2d1481af,dislike,16-05-2021 09:58,video,education,negative,10,,,,,,,,,,
3836,6199f5ca-cc02-410d-a408-e034946de162,dislike,22-12-2020 02:00,video,animals,negative,10,,,,,,,,,,
3839,6199f5ca-cc02-410d-a408-e034946de162,dislike,01-09-2020 07:17,video,animals,negative,10,,,,,,,,,,
3845,6199f5ca-cc02-410d-a408-e034946de162,dislike,24-07-2020 07:41,video,animals,negative,10,,,,,,,,,,
3870,8490c29c-177f-4c21-9d37-d509f9287f30,dislike,18-01-2021 11:44,GIF,tennis,negative,10,,,,,,,,,,
3876,8490c29c-177f-4c21-9d37-d509f9287f30,dislike,04-07-2020 09:50,GIF,tennis,negative,10,,,,,,,,,,
3880,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,dislike,07-09-2020 14:41,video,science,negative,10,,,,,,,,,,
3883,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,dislike,21-08-2020 23:45,video,science,negative,10,,,,,,,,,,
3884,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,dislike,28-10-2020 14:56,video,science,negative,10,,,,,,,,,,
3906,5651450a-d330-46e6-bac9-c7c7e7defaf2,dislike,27-11-2020 09:20,photo,animals,negative,10,,,,,,,,,,
3936,7c2e209e-acea-4246-a32d-636e2f2cc2c1,dislike,11-09-2020 15:52,video,dogs,negative,10,,,,,,,,,,
3952,2eb7feec-26a4-4949-8470-3e66c16536e9,dislike,08-06-2021 16:10,video,tennis,negative,10,,,,,,,,,,
3958,2eb7feec-26a4-4949-8470-3e66c16536e9,dislike,27-06-2020 08:16,video,tennis,negative,10,,,,,,,,,,
4009,f783f128-6f66-4ef3-a190-5afc29d17012,dislike,26-02-2021 18:30,GIF,tennis,negative,10,,,,,,,,,,
4018,f783f128-6f66-4ef3-a190-5afc29d17012,dislike,27-06-2020 12:59,GIF,tennis,negative,10,,,,,,,,,,
4023,f783f128-6f66-4ef3-a190-5afc29d17012,dislike,16-01-2021 16:48,GIF,tennis,negative,10,,,,,,,,,,
4038,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,dislike,28-12-2020 19:17,video,cooking,negative,10,,,,,,,,,,
4072,6e418568-a2b9-4d08-b241-06362c96a7f1,dislike,16-12-2020 02:18,video,food,negative,10,,,,,,,,,,
4095,93c0f4f6-8c1e-453e-8df0-3015b1e76376,dislike,25-05-2021 00:49,video,technology,negative,10,,,,,,,,,,
4141,34123572-64b7-4f3d-b098-a2651d882fb2,dislike,22-06-2020 20:30,video,dogs,negative,10,,,,,,,,,,
4148,c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,dislike,27-08-2020 20:36,audio,culture,negative,10,,,,,,,,,,
4164,c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,dislike,25-10-2020 09:22,audio,culture,negative,10,,,,,,,,,,
4185,27fffa3e-000d-4f29-9358-5b0d2280d18c,dislike,16-03-2021 08:07,video,dogs,negative,10,,,,,,,,,,
4200,3c092e34-bac9-4e63-a7fa-0608fb73914f,dislike,22-12-2020 12:37,video,soccer,negative,10,,,,,,,,,,
4205,3c092e34-bac9-4e63-a7fa-0608fb73914f,dislike,22-11-2020 16:27,video,soccer,negative,10,,,,,,,,,,
4263,c136ae25-d882-4e2c-b515-5727ad2626a5,dislike,28-04-2021 16:33,photo,soccer,negative,10,,,,,,,,,,
4299,43e53b12-71cb-4aad-9cb7-8c3572053230,dislike,20-03-2021 02:54,audio,fitness,negative,10,,,,,,,,,,
4333,43e53b12-71cb-4aad-9cb7-8c3572053230,dislike,09-05-2021 04:48,audio,fitness,negative,10,,,,,,,,,,
4366,a58c963f-1bec-4eee-b66f-60062a9dd96e,dislike,14-09-2020 12:34,video,dogs,negative,10,,,,,,,,,,
4376,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,dislike,10-12-2020 02:26,audio,travel,negative,10,,,,,,,,,,
4381,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,dislike,29-10-2020 00:52,audio,travel,negative,10,,,,,,,,,,
4402,748ab616-8066-4c61-b6af-d7442545d12a,dislike,07-01-2021 08:30,audio,veganism,negative,10,,,,,,,,,,
4406,748ab616-8066-4c61-b6af-d7442545d12a,dislike,26-05-2021 17:28,audio,veganism,negative,10,,,,,,,,,,
4409,748ab616-8066-4c61-b6af-d7442545d12a,dislike,04-07-2020 15:02,audio,veganism,negative,10,,,,,,,,,,
4456,43da458b-66fe-4723-996c-57dcfad67edf,dislike,10-05-2021 07:14,GIF,food,negative,10,,,,,,,,,,
4495,43da458b-66fe-4723-996c-57dcfad67edf,dislike,04-01-2021 04:27,GIF,food,negative,10,,,,,,,,,,
4496,43da458b-66fe-4723-996c-57dcfad67edf,dislike,10-03-2021 04:44,GIF,food,negative,10,,,,,,,,,,
4503,3d02ae44-c8f2-4d2d-a64c-9355a4f46430,dislike,15-06-2021 20:32,GIF,fitness,negative,10,,,,,,,,,,
4511,7dc268e5-b50d-4280-82aa-e08af75a8a0a,dislike,28-06-2020 21:40,photo,science,negative,10,,,,,,,,,,
4524,7dc268e5-b50d-4280-82aa-e08af75a8a0a,dislike,15-03-2021 10:24,photo,science,negative,10,,,,,,,,,,
4544,d0e55134-c60e-4a05-999c-d7697b4901f0,dislike,20-05-2021 04:47,GIF,cooking,negative,10,,,,,,,,,,
4547,d0e55134-c60e-4a05-999c-d7697b4901f0,dislike,02-09-2020 20:04,GIF,cooking,negative,10,,,,,,,,,,
4574,ebdf5d36-9ecc-44d7-b641-d33805709452,dislike,17-12-2020 12:08,audio,cooking,negative,10,,,,,,,,,,
4596,1429467d-e8a2-4292-bd46-921e8bd87b30,dislike,07-08-2020 02:54,video,public speaking,negative,10,,,,,,,,,,
4598,1429467d-e8a2-4292-bd46-921e8bd87b30,dislike,27-04-2021 14:34,video,public speaking,negative,10,,,,,,,,,,
4624,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,dislike,16-05-2021 11:02,audio,studying,negative,10,,,,,,,,,,
4646,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,dislike,06-11-2020 17:58,audio,studying,negative,10,,,,,,,,,,
4673,e6b61eab-6879-4618-b189-476f27f02fdd,dislike,26-12-2020 10:39,audio,science,negative,10,,,,,,,,,,
4734,27ec2b21-a749-4181-b182-150a174fc277,dislike,02-05-2021 07:12,GIF,animals,negative,10,,,,,,,,,,
4779,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,dislike,27-02-2021 08:35,video,food,negative,10,,,,,,,,,,
4834,1f466010-5c87-4b81-be83-5856481231fb,dislike,10-12-2020 00:35,GIF,soccer,negative,10,,,,,,,,,,
4859,1f466010-5c87-4b81-be83-5856481231fb,dislike,12-08-2020 18:11,GIF,soccer,negative,10,,,,,,,,,,
4875,496645a7-64f7-4c56-94f5-a71671cb262e,dislike,10-07-2020 16:23,GIF,dogs,negative,10,,,,,,,,,,
4896,496645a7-64f7-4c56-94f5-a71671cb262e,dislike,21-06-2020 06:07,GIF,dogs,negative,10,,,,,,,,,,
4911,d6d4ec49-4210-44de-9f90-c93dfbeed084,dislike,22-06-2020 12:40,video,tennis,negative,10,,,,,,,,,,
4929,d6d4ec49-4210-44de-9f90-c93dfbeed084,dislike,15-02-2021 01:23,video,tennis,negative,10,,,,,,,,,,
4952,229d5bad-c1e4-439c-8978-0efdcdfea4d1,dislike,22-12-2020 19:26,audio,food,negative,10,,,,,,,,,,
4966,229d5bad-c1e4-439c-8978-0efdcdfea4d1,dislike,20-11-2020 07:16,audio,food,negative,10,,,,,,,,,,
4976,229d5bad-c1e4-439c-8978-0efdcdfea4d1,dislike,01-05-2021 03:27,audio,food,negative,10,,,,,,,,,,
4979,229d5bad-c1e4-439c-8978-0efdcdfea4d1,dislike,08-07-2020 14:59,audio,food,negative,10,,,,,,,,,,
4983,80d4bec9-6441-41a2-be74-0eec3e5317ef,dislike,21-05-2021 23:59,video,tennis,negative,10,,,,,,,,,,
4986,80d4bec9-6441-41a2-be74-0eec3e5317ef,dislike,20-04-2021 07:06,video,tennis,negative,10,,,,,,,,,,
4993,80d4bec9-6441-41a2-be74-0eec3e5317ef,dislike,12-07-2020 21:35,video,tennis,negative,10,,,,,,,,,,
5011,80d4bec9-6441-41a2-be74-0eec3e5317ef,dislike,31-03-2021 20:38,video,tennis,negative,10,,,,,,,,,,
5012,80d4bec9-6441-41a2-be74-0eec3e5317ef,dislike,13-03-2021 19:53,video,tennis,negative,10,,,,,,,,,,
5026,80d4bec9-6441-41a2-be74-0eec3e5317ef,dislike,08-06-2021 22:42,video,tennis,negative,10,,,,,,,,,,
5033,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,dislike,06-06-2021 04:58,GIF,science,negative,10,,,,,,,,,,
5045,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,dislike,29-09-2020 05:00,GIF,science,negative,10,,,,,,,,,,
5057,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,dislike,16-02-2021 21:22,audio,cooking,negative,10,,,,,,,,,,
5110,ff883828-a610-492d-8635-8a777eaad25f,dislike,08-04-2021 17:46,photo,education,negative,10,,,,,,,,,,
5113,ff883828-a610-492d-8635-8a777eaad25f,dislike,07-04-2021 00:18,photo,education,negative,10,,,,,,,,,,
5159,2019333d-2b9c-4a22-904c-d1f1aa9c68bb,dislike,16-10-2020 12:59,GIF,food,negative,10,,,,,,,,,,
5180,2019333d-2b9c-4a22-904c-d1f1aa9c68bb,dislike,11-04-2021 21:36,GIF,food,negative,10,,,,,,,,,,
5202,88d65e30-7ca0-4f32-a020-45c4cb3d9632,dislike,15-07-2020 03:13,audio,travel,negative,10,,,,,,,,,,
5223,88d65e30-7ca0-4f32-a020-45c4cb3d9632,dislike,11-07-2020 23:24,audio,travel,negative,10,,,,,,,,,,
5251,05776481-7b58-46d8-abf6-bf4de7831287,dislike,04-08-2020 10:43,audio,travel,negative,10,,,,,,,,,,
5254,05776481-7b58-46d8-abf6-bf4de7831287,dislike,13-06-2021 23:34,audio,travel,negative,10,,,,,,,,,,
5266,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,dislike,28-06-2020 15:27,GIF,animals,negative,10,,,,,,,,,,
5267,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,dislike,14-08-2020 22:02,GIF,animals,negative,10,,,,,,,,,,
5272,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,dislike,05-06-2021 23:40,GIF,animals,negative,10,,,,,,,,,,
5288,8b51c05c-a8a2-4a6c-b031-165fb7bac840,dislike,30-11-2020 02:54,video,dogs,negative,10,,,,,,,,,,
5299,8b51c05c-a8a2-4a6c-b031-165fb7bac840,dislike,04-11-2020 06:55,video,dogs,negative,10,,,,,,,,,,
5313,8b51c05c-a8a2-4a6c-b031-165fb7bac840,dislike,17-11-2020 08:03,video,dogs,negative,10,,,,,,,,,,
5315,58059956-4cde-4671-9baf-904851731540,dislike,10-11-2020 18:05,audio,education,negative,10,,,,,,,,,,
5319,58059956-4cde-4671-9baf-904851731540,dislike,11-10-2020 11:39,audio,education,negative,10,,,,,,,,,,
5333,a429d355-8983-40a4-aa2b-c3f47acd5499,dislike,21-11-2020 09:38,photo,veganism,negative,10,,,,,,,,,,
5352,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,dislike,16-01-2021 04:09,GIF,veganism,negative,10,,,,,,,,,,
5395,281054fd-2b89-4191-92ae-98e1bc0ed51b,dislike,06-04-2021 17:49,video,fitness,negative,10,,,,,,,,,,
5424,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,dislike,28-07-2020 16:26,GIF,education,negative,10,,,,,,,,,,
5454,8ef185a2-8910-41f5-a109-95c925ebffa0,dislike,19-01-2021 08:45,photo,public speaking,negative,10,,,,,,,,,,
5455,8ef185a2-8910-41f5-a109-95c925ebffa0,dislike,20-07-2020 03:03,photo,public speaking,negative,10,,,,,,,,,,
5457,8ef185a2-8910-41f5-a109-95c925ebffa0,dislike,10-01-2021 17:52,photo,public speaking,negative,10,,,,,,,,,,
5481,839d117b-c764-4930-99f2-a6e4d1b47790,dislike,29-07-2020 20:07,GIF,cooking,negative,10,,,,,,,,,,
5483,839d117b-c764-4930-99f2-a6e4d1b47790,dislike,15-05-2021 02:35,GIF,cooking,negative,10,,,,,,,,,,
5501,839d117b-c764-4930-99f2-a6e4d1b47790,dislike,16-07-2020 08:29,GIF,cooking,negative,10,,,,,,,,,,
5528,909cbb46-9789-4e9d-9148-890e5c44a9e2,dislike,18-06-2020 14:34,audio,animals,negative,10,,,,,,,,,,
5561,1987b43d-bcb9-4ab0-8634-ef3623928e94,dislike,27-08-2020 03:26,photo,education,negative,10,,,,,,,,,,
5574,1987b43d-bcb9-4ab0-8634-ef3623928e94,dislike,26-09-2020 11:17,photo,education,negative,10,,,,,,,,,,
5575,1987b43d-bcb9-4ab0-8634-ef3623928e94,dislike,14-12-2020 18:04,photo,education,negative,10,,,,,,,,,,
5603,3e64dfe3-e832-4352-a170-9806f64ac507,dislike,28-03-2021 05:21,audio,healthy eating,negative,10,,,,,,,,,,
5614,3e64dfe3-e832-4352-a170-9806f64ac507,dislike,11-10-2020 14:04,audio,healthy eating,negative,10,,,,,,,,,,
5615,3e64dfe3-e832-4352-a170-9806f64ac507,dislike,24-05-2021 12:44,audio,healthy eating,negative,10,,,,,,,,,,
5619,3e64dfe3-e832-4352-a170-9806f64ac507,dislike,01-09-2020 01:35,audio,healthy eating,negative,10,,,,,,,,,,
5628,30c8a141-2c2e-4272-8854-ff5673509652,dislike,11-07-2020 14:33,audio,culture,negative,10,,,,,,,,,,
5630,30c8a141-2c2e-4272-8854-ff5673509652,dislike,10-01-2021 17:03,audio,culture,negative,10,,,,,,,,,,
5631,30c8a141-2c2e-4272-8854-ff5673509652,dislike,03-08-2020 19:40,audio,culture,negative,10,,,,,,,,,,
5669,d029d393-b80b-4a56-9450-7645ee42da07,dislike,04-07-2020 05:26,video,healthy eating,negative,10,,,,,,,,,,
5674,4ce7258e-3777-42b4-af6a-dd8898c42cfd,dislike,26-08-2020 23:18,photo,travel,negative,10,,,,,,,,,,
5679,4ce7258e-3777-42b4-af6a-dd8898c42cfd,dislike,14-11-2020 22:42,photo,travel,negative,10,,,,,,,,,,
5683,75747dd7-8dad-4f2f-9209-62765223f3af,dislike,23-05-2021 21:23,photo,fitness,negative,10,,,,,,,,,,
5685,75747dd7-8dad-4f2f-9209-62765223f3af,dislike,18-05-2021 20:31,photo,fitness,negative,10,,,,,,,,,,
5700,75747dd7-8dad-4f2f-9209-62765223f3af,dislike,28-11-2020 01:05,photo,fitness,negative,10,,,,,,,,,,
5701,75747dd7-8dad-4f2f-9209-62765223f3af,dislike,09-05-2021 17:30,photo,fitness,negative,10,,,,,,,,,,
5705,75747dd7-8dad-4f2f-9209-62765223f3af,dislike,07-12-2020 05:08,photo,fitness,negative,10,,,,,,,,,,
5723,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,dislike,08-10-2020 22:42,audio,studying,negative,10,,,,,,,,,,
5785,b1c49557-0623-4fb2-8f22-1453286fedad,dislike,09-01-2021 15:56,video,healthy eating,negative,10,,,,,,,,,,
5790,b1c49557-0623-4fb2-8f22-1453286fedad,dislike,02-09-2020 14:12,video,healthy eating,negative,10,,,,,,,,,,
5796,96209724-37a8-475b-b80a-03e96a7c33b1,dislike,04-08-2020 04:08,GIF,fitness,negative,10,,,,,,,,,,
5801,96209724-37a8-475b-b80a-03e96a7c33b1,dislike,28-12-2020 13:41,GIF,fitness,negative,10,,,,,,,,,,
5803,96209724-37a8-475b-b80a-03e96a7c33b1,dislike,08-03-2021 06:31,GIF,fitness,negative,10,,,,,,,,,,
5804,96209724-37a8-475b-b80a-03e96a7c33b1,dislike,20-01-2021 08:24,GIF,fitness,negative,10,,,,,,,,,,
5823,96209724-37a8-475b-b80a-03e96a7c33b1,dislike,10-09-2020 07:54,GIF,fitness,negative,10,,,,,,,,,,
5827,96209724-37a8-475b-b80a-03e96a7c33b1,dislike,05-09-2020 12:59,GIF,fitness,negative,10,,,,,,,,,,
5828,96209724-37a8-475b-b80a-03e96a7c33b1,dislike,02-02-2021 14:13,GIF,fitness,negative,10,,,,,,,,,,
5832,96209724-37a8-475b-b80a-03e96a7c33b1,dislike,31-05-2021 15:02,GIF,fitness,negative,10,,,,,,,,,,
5843,bb9dcde7-55bb-4fb8-b349-caa58fb08823,dislike,27-04-2021 17:30,GIF,healthy eating,negative,10,,,,,,,,,,
5848,bb9dcde7-55bb-4fb8-b349-caa58fb08823,dislike,07-11-2020 08:58,GIF,healthy eating,negative,10,,,,,,,,,,
5856,bb9dcde7-55bb-4fb8-b349-caa58fb08823,dislike,26-06-2020 20:17,GIF,healthy eating,negative,10,,,,,,,,,,
5857,bb9dcde7-55bb-4fb8-b349-caa58fb08823,dislike,09-07-2020 02:46,GIF,healthy eating,negative,10,,,,,,,,,,
5860,bb9dcde7-55bb-4fb8-b349-caa58fb08823,dislike,25-12-2020 09:35,GIF,healthy eating,negative,10,,,,,,,,,,
5892,a0606e08-1798-44f5-a575-28e82f79dfe3,dislike,23-03-2021 13:33,video,veganism,negative,10,,,,,,,,,,
5901,3dc03a86-f481-42fa-bf43-a7bcf3b6572e,dislike,24-01-2021 03:38,audio,fitness,negative,10,,,,,,,,,,
5911,3dc03a86-f481-42fa-bf43-a7bcf3b6572e,dislike,04-02-2021 07:38,audio,fitness,negative,10,,,,,,,,,,
5913,3dc03a86-f481-42fa-bf43-a7bcf3b6572e,dislike,24-06-2020 11:47,audio,fitness,negative,10,,,,,,,,,,
5942,18a07663-ba3c-4ff9-94d3-bd533aa853c2,dislike,22-04-2021 12:03,audio,veganism,negative,10,,,,,,,,,,
5969,a3d563e1-c7a6-4367-9195-cddc36863735,dislike,18-10-2020 13:56,audio,healthy eating,negative,10,,,,,,,,,,
5988,350e0d40-e036-459c-9cbe-73e003c33cfa,dislike,09-07-2020 10:48,photo,technology,negative,10,,,,,,,,,,
5995,350e0d40-e036-459c-9cbe-73e003c33cfa,dislike,03-04-2021 03:21,photo,technology,negative,10,,,,,,,,,,
6007,350e0d40-e036-459c-9cbe-73e003c33cfa,dislike,26-11-2020 08:36,photo,technology,negative,10,,,,,,,,,,
6022,350e0d40-e036-459c-9cbe-73e003c33cfa,dislike,09-01-2021 18:00,photo,technology,negative,10,,,,,,,,,,
6081,60ca0278-5ed6-4669-939b-e6dc2021c07d,dislike,04-02-2021 07:32,GIF,technology,negative,10,,,,,,,,,,
6083,60ca0278-5ed6-4669-939b-e6dc2021c07d,dislike,21-04-2021 20:53,GIF,technology,negative,10,,,,,,,,,,
6103,60ca0278-5ed6-4669-939b-e6dc2021c07d,dislike,27-06-2020 00:40,GIF,technology,negative,10,,,,,,,,,,
6110,13a4d35c-761c-47a3-b25b-5cc5825d04f2,dislike,05-03-2021 17:19,photo,travel,negative,10,,,,,,,,,,
6122,062cbf2f-fc22-4357-8890-63e7f13fcd37,dislike,05-11-2020 21:44,audio,education,negative,10,,,,,,,,,,
6145,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,dislike,07-04-2021 11:59,photo,education,negative,10,,,,,,,,,,
6156,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,dislike,30-01-2021 09:36,photo,education,negative,10,,,,,,,,,,
6167,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,dislike,20-08-2020 10:30,photo,education,negative,10,,,,,,,,,,
6184,a3e93c2d-7fb4-4881-994d-ee20ad564924,dislike,30-06-2020 19:49,video,public speaking,negative,10,,,,,,,,,,
6189,a3e93c2d-7fb4-4881-994d-ee20ad564924,dislike,22-09-2020 18:12,video,public speaking,negative,10,,,,,,,,,,
6205,a3e93c2d-7fb4-4881-994d-ee20ad564924,dislike,31-08-2020 16:38,video,public speaking,negative,10,,,,,,,,,,
6214,a3e93c2d-7fb4-4881-994d-ee20ad564924,dislike,13-11-2020 16:29,video,public speaking,negative,10,,,,,,,,,,
6237,5b379d75-649b-426f-b420-4e0b6e4a0e3d,dislike,30-11-2020 17:02,video,soccer,negative,10,,,,,,,,,,
6249,5b379d75-649b-426f-b420-4e0b6e4a0e3d,dislike,27-06-2020 14:51,video,soccer,negative,10,,,,,,,,,,
6264,7fe36d94-8867-4719-9c62-60b077cf5973,dislike,10-07-2020 18:53,photo,travel,negative,10,,,,,,,,,,
6279,7fe36d94-8867-4719-9c62-60b077cf5973,dislike,14-03-2021 17:04,photo,travel,negative,10,,,,,,,,,,
6299,7fe36d94-8867-4719-9c62-60b077cf5973,dislike,18-11-2020 04:30,photo,travel,negative,10,,,,,,,,,,
6308,56df8914-9d42-434d-9612-6bb518dd641e,dislike,23-05-2021 03:43,video,fitness,negative,10,,,,,,,,,,
6315,56df8914-9d42-434d-9612-6bb518dd641e,dislike,24-06-2020 07:26,video,fitness,negative,10,,,,,,,,,,
6321,56df8914-9d42-434d-9612-6bb518dd641e,dislike,09-12-2020 03:49,video,fitness,negative,10,,,,,,,,,,
6332,56df8914-9d42-434d-9612-6bb518dd641e,dislike,02-03-2021 17:00,video,fitness,negative,10,,,,,,,,,,
6356,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,dislike,30-03-2021 17:05,photo,veganism,negative,10,,,,,,,,,,
6392,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,dislike,19-08-2020 01:21,photo,veganism,negative,10,,,,,,,,,,
6404,227a8c57-e5a0-46a8-999d-fcdea42c0905,dislike,10-02-2021 18:37,photo,education,negative,10,,,,,,,,,,
6406,227a8c57-e5a0-46a8-999d-fcdea42c0905,dislike,09-08-2020 19:02,photo,education,negative,10,,,,,,,,,,
6415,227a8c57-e5a0-46a8-999d-fcdea42c0905,dislike,18-09-2020 22:01,photo,education,negative,10,,,,,,,,,,
